##
Rectangle packing problem generator output (m.)
genzad 250 [1,100]x[1,100]
##
62,10
9,11
63,17
93,48
24,31
31,62
14,44
89,89
37,44
86,25
46,66
43,81
49,17
16,53
23,91
48,78
89,78
87,44
82,46
80,73
10,44
44,76
28,36
8,4
32,6
4,67
72,16
35,1
71,36
17,10
98,48
69,60
88,71
19,88
31,24
26,86
33,60
3,50
63,34
76,18
56,89
75,18
17,60
48,65
35,3
97,23
66,2
27,95
70,40
73,76
86,68
41,66
58,46
60,32
35,79
7,29
16,68
35,16
88,13
10,95
8,26
71,66
25,43
50,64
50,29
46,70
25,34
57,69
15,15
32,59
79,53
94,11
3,41
22,68
72,58
18,63
74,10
27,81
16,58
89,81
19,97
92,31
61,57
15,58
81,73
42,88
44,92
17,11
40,60
43,96
39,31
66,95
26,26
6,38
49,55
31,84
45,80
30,62
39,73
13,60
3,77
87,90
45,39
17,2
56,84
34,14
5,20
99,68
78,81
62,17
27,39
70,93
61,78
31,90
84,49
92,5
51,42
36,11
55,85
50,8
13,15
73,73
32,86
78,59
36,3
48,27
43,40
4,93
75,32
19,68
4,48
99,62
77,38
41,50
46,49
29,84
17,21
70,7
26,88
68,45
100,79
21,43
85,82
93,47
9,52
55,3
7,83
16,35
15,24
83,52
48,97
13,35
38,51
62,60
6,76
62,5
14,57
99,3
56,12
69,16
56,88
59,1
91,100
59,13
35,82
83,12
57,97
55,1
7,55
94,92
56,45
51,64
11,12
98,79
49,50
85,81
100,2
33,96
9,19
1,19
36,15
14,81
95,43
2,45
21,9
69,85
71,64
91,43
74,51
44,15
89,2
91,96
5,67
74,91
95,42
2,23
41,57
88,7
84,70
10,51
89,60
47,39
8,82
24,7
14,68
20,87
36,84
44,35
64,54
87,81
17,32
98,68
18,47
77,12
9,39
32,54
23,81
92,56
2,8
43,96
37,88
85,99
97,45
80,38
38,76
54,67
58,84
50,49
45,77
23,100
28,99
55,59
4,1
78,96
64,97
76,48
54,54
92,77
19,46
87,21
82,5
1,81
33,73
31,73
47,12
99,86
75,40
70,85
86,34
79,85
##
